P_id,Proof,P_name,P_type,P_raw,S_id,S_name,S_cui_entrezid,S_SMTY,S_raw,O_id,O_name,O_cui_entrezid,O_SMTY,O_raw
D10463774.P8,The reverse transcription-polymerase chain reaction was used to compare the       expression of the secreted form of IL-1ra (sIL-1ra) and the intracellular form of       IL-1ra (icIL-1ra) mRNA in tumor and corresponding benign tissue obtained from 38        patients with gastric carcinoma.,ASSOCIATED_WITH,PREP,in ,D10463774.E28,"RNA, Messenger",C0035696,bacs,mRNA,D10463774.E29,Neoplasms,C0027651,neop,tumor
D10463774.P9,"On the contrary, icIL-1ra mRNA was detected in all tumors and benign       tissues.",ASSOCIATED_WITH,PREP,in ,D10463774.E39,"IL1RN protein, human",3557,aapp,icIL-1ra,D10463774.E42,Neoplasms,C0027651,neop,tumors
D10463774.P10,There was no association between tumor sIL-lra mRNA expression and other       clinicopathologic factors.,PART_OF,MOD_HEAD,tumor sIL-,D10463774.E52,STIL wt Allele,"6490,6491",gngm,sIL,D10463774.E51,Neoplasms,C0027651,neop,tumor
D10463774.P11,"The degree of regional lymph node reaction, such as       sinus histiocytosis, in tumors expressing sI-1ra mRNA was significantly weaker       than that in tumors without sIL-1ra mRNA expression (5/20 vs. 12/18, P = 0.010).",COEXISTS_WITH,PREP,in ,D10463774.E58,Sinus histiocytosis,C0019625,dsyn,sinus histiocytosis,D10463774.E59,Neoplasms,C0027651,neop,tumors
D10470182.P1,Determination of the oncogenes p53 and C-erb B2 in the tumour cytosols of       advanced hepatocellular carcinoma (HCC) and correlation to survival time.,PART_OF,MOD_HEAD,tumour cytosols ,D10470182.E4,Cytoplasmic matrix,C1383501,celc,cytosols,D10470182.E3,Neoplasms,C0027651,neop,tumour
D10470182.P2,Determination of the oncogenes p53 and C-erb B2 in the tumour cytosols of       advanced hepatocellular carcinoma (HCC) and correlation to survival time.,PART_OF,PREP,of ,D10470182.E4,Cytoplasmic matrix,C1383501,celc,cytosols,D10470182.E5,Liver carcinoma,C2239176,neop,hepatocellular carcinoma
D10470182.P3,UNLABELLED: Mutations in the p53 gene are the most frequently reported somatic       gene alteration in human cancer.,PROCESS_OF,MOD_HEAD,human cancer.,D10470182.E14,Malignant Neoplasms,C0006826,neop,cancer,D10470182.E13,Homo sapiens,C0086418,humn,human
D10470182.P4,UNLABELLED: Mutations in the p53 gene are the most frequently reported somatic       gene alteration in human cancer.,ASSOCIATED_WITH,PREP,in ,D10470182.E9,TP53 gene,7157,gngm,p53 gene,D10470182.E14,Malignant Neoplasms,C0006826,neop,cancer
D10470182.P5,"Overexpression of the oncogene c-erb B2 takes       place also in many human carcinomas, esp. in cancers of the breast, colon and       ovary.",PROCESS_OF,MOD_HEAD,"human carcinomas,",D10470182.E17,Carcinoma,C0007097,neop,carcinomas,D10470182.E16,Homo sapiens,C0086418,humn,human
D10470182.P6,"Overexpression of the oncogene c-erb B2 takes       place also in many human carcinomas, esp. in cancers of the breast, colon and       ovary.",PART_OF,PREP,of ,D10470182.E19,Malignant Neoplasms,C0006826,neop,cancers,D10470182.E20,Breast,C0006141,bpoc,breast
D10470182.P7,"Overexpression of the oncogene c-erb B2 takes       place also in many human carcinomas, esp. in cancers of the breast, colon and       ovary.",PART_OF,PREP,of ,D10470182.E19,Malignant Neoplasms,C0006826,neop,cancers,D10470182.E22,Ovary,C0029939,bpoc,ovary
D10470182.P8,"Overexpression of the oncogene c-erb B2 takes       place also in many human carcinomas, esp. in cancers of the breast, colon and       ovary.",PART_OF,PREP,of ,D10470182.E19,Malignant Neoplasms,C0006826,neop,cancers,D10470182.E21,Entire colon,C1281569,bpoc,colon
D10470182.P9,"Overexpression of the oncogene c-erb B2 takes       place also in many human carcinomas, esp. in cancers of the breast, colon and       ovary.",PART_OF,NOM,Overexpression ,D10470182.E18,,"148713,246777",gngm,esp,D10470182.E19,Malignant Neoplasms,C0006826,neop,cancers
D10470182.P10,We analysed       the concentration of p53 in tumor cytosols of 34 primary advanced HCC and with       the clinical outcome and survival time.,ISA,MOD_HEAD,clinical outcome ,D10470182.E31,Clinical,C0205210,qlco,clinical,D10470182.E32,Result,C1274040,ftcn,outcome
D10470182.P11,We analysed       the concentration of p53 in tumor cytosols of 34 primary advanced HCC and with       the clinical outcome and survival time.,PART_OF,MOD_HEAD,tumor cytosols ,D10470182.E29,Cytoplasmic matrix,C1383501,celc,cytosols,D10470182.E28,Neoplasms,C0027651,neop,tumor
D10470182.P12,We analysed       the concentration of p53 in tumor cytosols of 34 primary advanced HCC and with       the clinical outcome and survival time.,PART_OF,PREP,of ,D10470182.E29,Cytoplasmic matrix,C1383501,celc,cytosols,D10470182.E30,Liver and Intrahepatic Biliary Tract Carcinoma,C0279000,neop,primary advanced HCC
D10470182.P13,We analysed       the concentration of p53 in tumor cytosols of 34 primary advanced HCC and with       the clinical outcome and survival time.,LOCATION_OF,PREP,in ,D10470182.E29,Cytoplasmic matrix,C1383501,celc,cytosols,D10470182.E27,TP53 gene,7157,aapp,p53
D10470182.P14,p53 was analysed in the tumor cytosol by        luminometric immunoassay (LIA) using monoclonal antibodies detecting wild type       and mutant p53 protein.,PART_OF,MOD_HEAD,tumor cytosol ,D10470182.E36,Cytoplasmic matrix,C1383501,celc,cytosol,D10470182.E35,Neoplasms,C0027651,neop,tumor
D10470182.P15,p53 was analysed in the tumor cytosol by        luminometric immunoassay (LIA) using monoclonal antibodies detecting wild type       and mutant p53 protein.,USES,VERB,using ,D10470182.E37,Immunoenzyme Procedure,C2697666,lbpr,immunoassay,D10470182.E38,Monoclonal Antibodies,C0003250,aapp,monoclonal antibodies
D10470182.P16,p53 was analysed in the tumor cytosol by        luminometric immunoassay (LIA) using monoclonal antibodies detecting wild type       and mutant p53 protein.,LOCATION_OF,PREP,in ,D10470182.E36,Cytoplasmic matrix,C1383501,celc,cytosol,D10470182.E34,TP53 gene,7157,aapp,p53
D10470182.P17,Patients with p53 values > 0.1 ng/mg p. had shorter 1 year (20%) and 2 year       (13%)--survival times compared to 60% and 20% in patients with p53 values < 0.1       ng/mgp.,PROCESS_OF,PREP,in ,D10470182.E63,60%,C3842585,fndg,60%,D10470182.E65,Patients,C0030705,humn,patients
D10470182.P18,Patients with p53 values > 0.1 ng/mg p. had shorter 1 year (20%) and 2 year       (13%)--survival times compared to 60% and 20% in patients with p53 values < 0.1       ng/mgp.,PROCESS_OF,PREP,in ,D10470182.E64,20%,C3842589,fndg,20%,D10470182.E65,Patients,C0030705,humn,patients
D10470182.P19,CONCLUSION: p53 and c-erb B2 seem to be valuable prognostic factors in HCC.,ASSOCIATED_WITH,PREP,in ,D10470182.E84,TP53 gene,7157,gngm,p53,D10470182.E86,Liver carcinoma,C2239176,neop,HCC
D10476206.P1,Utilization of variant-type of human alpha-fetoprotein promoter in gene therapy       targeting for hepatocellular carcinoma.,TREATS,PREP,for ,D10476206.E2,"AFP protein, human",174,aapp,human alpha-fetoprotein,D10476206.E6,Liver carcinoma,C2239176,neop,hepatocellular carcinoma
D10476206.P2,We previously reported that the retroviral vector (LNAFW0.3TK) expressing the       herpes simplex thymidine kinase (HSVtk) gene under the control of the 0.3 kb       human alpha-fetoprotein (AFP) promoter provided the ganciclovir (GCV)-mediated       cytotoxicity in the high AFP-producing (HuH-7) but not in the low AFP-producing       (huH-1/cl.2) human hepatoma cells.,INTERACTS_WITH,VERB,expressing ,D10476206.E7,retroviral vector,C1514926,nnon,retroviral vector,D10476206.E8,herpes simplex thymidine kinase,C0879457,aapp,herpes simplex thymidine kinase
D10476206.P3,"In the present study, we constructed the       retroviral vector (LNAFM0.3TK) in which the HSVtk gene expression is regulated by       the variant-type of the 0.3 kb human AFP promoter with a G-to-A substitution at       nucleotide -119, a point mutation responsible for hereditary persistence of human       AFP and the vector was applied to three human hepatoma cell lines HuH-7,       huH-1/cl.2 and intermediate AFP-producing cells (PLC/PRF/5).",PART_OF,MOD_HEAD,human       AFP ,D10476206.E38,,174,gngm,AFP,D10476206.E37,Homo sapiens,C0086418,humn,human
D10476206.P4,"In the present study, we constructed the       retroviral vector (LNAFM0.3TK) in which the HSVtk gene expression is regulated by       the variant-type of the 0.3 kb human AFP promoter with a G-to-A substitution at       nucleotide -119, a point mutation responsible for hereditary persistence of human       AFP and the vector was applied to three human hepatoma cell lines HuH-7,       huH-1/cl.2 and intermediate AFP-producing cells (PLC/PRF/5).",PART_OF,MOD_HEAD,human AFP ,D10476206.E31,,174,gngm,AFP,D10476206.E30,Homo sapiens,C0086418,humn,human
D10476206.P5,"In the present study, we constructed the       retroviral vector (LNAFM0.3TK) in which the HSVtk gene expression is regulated by       the variant-type of the 0.3 kb human AFP promoter with a G-to-A substitution at       nucleotide -119, a point mutation responsible for hereditary persistence of human       AFP and the vector was applied to three human hepatoma cell lines HuH-7,       huH-1/cl.2 and intermediate AFP-producing cells (PLC/PRF/5).",INTERACTS_WITH,VERB,regulated ,D10476206.E27,herpes simplex thymidine kinase,C0879457,aapp,HSVtk,D10476206.E31,,174,aapp,AFP
D10476206.P6,"Consistent with this, LNAFM0.3TK infection could sensitize huH-1/cl.2       cells, as well as HuH-7 and PLC/PRF/5 cells to GCV, but did not affect cell       growth of nonhepatoma cells (HeLa).",AFFECTS,VERB,affect ,D10476206.E64,Ganciclovir,C0017066,nnon,GCV,D10476206.E66,cell growth,C0007595,celf,cell       growth
D10476206.P7,These results suggest that the variant-type of the human AFP       promoter ensures the therapeutic gene expression in gene therapy particularly for       the low AFP-producing hepatoma cells.,PART_OF,MOD_HEAD,human AFP ,D10476206.E74,,174,gngm,AFP,D10476206.E73,Homo sapiens,C0086418,humn,human
D10477681.P1,Interleukin-1beta and tumor necrosis factor-alpha stimulate DNA binding of       hypoxia-inducible factor-1.,AUGMENTS,VERB,stimulate ,D10477681.E1,Interleukin-1 beta,C0021753,aapp,Interleukin-1beta,D10477681.E3,dna binding,C1148673,genf,DNA binding
D10477681.P2,Interleukin-1beta and tumor necrosis factor-alpha stimulate DNA binding of       hypoxia-inducible factor-1.,AUGMENTS,VERB,stimulate ,D10477681.E2,Tumor Necrosis Factors,C0041368,aapp,tumor necrosis factor-alpha,D10477681.E3,dna binding,C1148673,genf,DNA binding
D10477681.P3,"The rate of transcription of several genes encoding proteins involved in O(2) and       energy homeostasis is controlled by hypoxia-inducible factor-1 (HIF-1), a       heterodimeric DNA binding complex composed of alpha and beta subunits.",INTERACTS_WITH,VERB,involved ,D10477681.E8,Proteins,C0033684,aapp,proteins,D10477681.E9,Oxygen,C0030054,elii,O(2
D10477681.P4,"The rate of transcription of several genes encoding proteins involved in O(2) and       energy homeostasis is controlled by hypoxia-inducible factor-1 (HIF-1), a       heterodimeric DNA binding complex composed of alpha and beta subunits.",AFFECTS,VERB,controlled ,D10477681.E11,Hypoxia-Inducible Factor 1,C0215848,aapp,hypoxia-inducible factor-1,D10477681.E10,energy homeostasis,C3157043,biof,energy homeostasis
D10477681.P5,"Since EPO gene expression is       inhibited by the proinflammatory cytokines interleukin-1beta (IL-1beta) and tumor       necrosis factor-alpha (TNF-alpha), while no such effect has been reported with       respect to the VEGF gene, we investigated the effects of IL-1beta and TNF-alpha       on the activation of the HIF-1 DNA-binding complex and the amount of HIF-1alpha       protein in human hepatoma cells in culture.",ISA,MOD_HEAD,cytokines interleukin-1beta ,D10477681.E26,Interleukin-1 beta,C0021753,aapp,interleukin-1beta,D10477681.E25,cytokine,C0079189,aapp,cytokines
D10477681.P6,"Since EPO gene expression is       inhibited by the proinflammatory cytokines interleukin-1beta (IL-1beta) and tumor       necrosis factor-alpha (TNF-alpha), while no such effect has been reported with       respect to the VEGF gene, we investigated the effects of IL-1beta and TNF-alpha       on the activation of the HIF-1 DNA-binding complex and the amount of HIF-1alpha       protein in human hepatoma cells in culture.",PART_OF,MOD_HEAD,"VEGF gene,",D10477681.E31,Growth Factor Gene,C0812325,gngm,VEGF gene,D10477681.E30,Endothelium,C0014257,tisu,VEGF
D10477681.P7,"Since EPO gene expression is       inhibited by the proinflammatory cytokines interleukin-1beta (IL-1beta) and tumor       necrosis factor-alpha (TNF-alpha), while no such effect has been reported with       respect to the VEGF gene, we investigated the effects of IL-1beta and TNF-alpha       on the activation of the HIF-1 DNA-binding complex and the amount of HIF-1alpha       protein in human hepatoma cells in culture.",INTERACTS_WITH,NOM,effects ,D10477681.E31,Growth Factor Gene,C0812325,gngm,VEGF gene,D10477681.E33,Interleukin-1 beta,C0021753,gngm,IL-1beta
D10477681.P8,"Since EPO gene expression is       inhibited by the proinflammatory cytokines interleukin-1beta (IL-1beta) and tumor       necrosis factor-alpha (TNF-alpha), while no such effect has been reported with       respect to the VEGF gene, we investigated the effects of IL-1beta and TNF-alpha       on the activation of the HIF-1 DNA-binding complex and the amount of HIF-1alpha       protein in human hepatoma cells in culture.",INHIBITS,VERB,inhibited ,D10477681.E26,Interleukin-1 beta,C0021753,aapp,interleukin-1beta,D10477681.E23,,2056,gngm,EPO
D10477681.P9,"Since EPO gene expression is       inhibited by the proinflammatory cytokines interleukin-1beta (IL-1beta) and tumor       necrosis factor-alpha (TNF-alpha), while no such effect has been reported with       respect to the VEGF gene, we investigated the effects of IL-1beta and TNF-alpha       on the activation of the HIF-1 DNA-binding complex and the amount of HIF-1alpha       protein in human hepatoma cells in culture.",INHIBITS,VERB,inhibited ,D10477681.E34,Tumor Necrosis Factors,C0041368,aapp,TNF-alpha,D10477681.E23,,2056,gngm,EPO
D10477681.P10,"Since EPO gene expression is       inhibited by the proinflammatory cytokines interleukin-1beta (IL-1beta) and tumor       necrosis factor-alpha (TNF-alpha), while no such effect has been reported with       respect to the VEGF gene, we investigated the effects of IL-1beta and TNF-alpha       on the activation of the HIF-1 DNA-binding complex and the amount of HIF-1alpha       protein in human hepatoma cells in culture.",INHIBITS,VERB,inhibited ,D10477681.E27,Tumor Necrosis Factors,C0041368,aapp,tumor       necrosis factor-alpha,D10477681.E23,,2056,gngm,EPO
D10477681.P11,"In transient       transfection experiments, HIF-1-driven reporter gene expression was augmented by        cytokines only under hypoxic conditions.",STIMULATES,VERB,augmented ,D10477681.E66,cytokine,C0079189,aapp,cytokines,D10477681.E63,Hypoxia-Inducible Factor 1,C0215848,gngm,HIF-1
D10490821.P1,Smad2 and Smad4 gene mutations in hepatocellular carcinoma.,ASSOCIATED_WITH,PREP,in ,D10490821.E2,SMAD4 gene,4089,gngm,Smad4,D10490821.E4,Liver carcinoma,C2239176,neop,hepatocellular carcinoma
D10490821.P2,Smad2 and Smad4 gene mutations in hepatocellular carcinoma.,ASSOCIATED_WITH,PREP,in ,D10490821.E1,SMAD2 gene,4087,gngm,Smad2,D10490821.E4,Liver carcinoma,C2239176,neop,hepatocellular carcinoma
D10490821.P3,TGF-beta is a negative regulator of liver growth.,AFFECTS,NOM,regulator ,D10490821.E5,Transforming Growth Factor beta,C0040690,aapp,TGF-beta,D10490821.E9,Growth,C0018270,orgf,growth
D10490821.P4,"Smad family of genes, as       mediators of TGF-beta pathway, are candidate tumor suppressor genes in       hepatocellular carcinoma (HCC).",ISA,SPEC,"genes, as       mediators of TGF-beta pathway, are candidate tumor suppressor genes ",D10490821.E13,Candidate Tumor Suppressor Gene,C1707257,gngm,candidate tumor suppressor genes,D10490821.E11,Genes,C0017337,gngm,genes
D10490821.P5,"Smad family of genes, as       mediators of TGF-beta pathway, are candidate tumor suppressor genes in       hepatocellular carcinoma (HCC).",ASSOCIATED_WITH,PREP,in ,D10490821.E13,Candidate Tumor Suppressor Gene,C1707257,gngm,candidate tumor suppressor genes,D10490821.E14,Liver carcinoma,C2239176,neop,hepatocellular carcinoma
D10490821.P6,Three tumours displayed somatic        mutations; two in Smad4 (Asp332Gly and Cys401Arg) and one in Smad2 (Gln407Arg)       genes.,COEXISTS_WITH,PREP,in ,D10490821.E26,SMAD4 gene,4089,gngm,Smad4,D10490821.E28,SMAD2 gene,4087,gngm,Smad2
D10490821.P7,These observation demonstrate        that TGF-beta pathway is altered in hepatocellular carcinoma.,AFFECTS,VERB,altered ,D10490821.E37,Transforming Growth Factor beta,C0040690,aapp,TGF-beta,D10490821.E38,Liver carcinoma,C2239176,neop,hepatocellular carcinoma
D10496524.P1,Expression of an IL-1 receptor antagonist during mouse hepatocarcinogenesis       demonstrated by differential display analysis.,PROCESS_OF,MOD_HEAD,mouse hepatocarcinogenesis ,D10496524.E3,Hepatocarcinogenesis,C1512409,neop,hepatocarcinogenesis,D10496524.E2,House mice,C0025914,mamm,mouse
D10496524.P2,The differential display technique was applied for identification of genes that       have altered expression in mouse hepatocellular carcinomas relative to normal       liver.,PROCESS_OF,MOD_HEAD,mouse hepatocellular carcinomas ,D10496524.E11,Liver carcinoma,C2239176,neop,hepatocellular carcinomas,D10496524.E10,House mice,C0025914,mamm,mouse
D10496524.P3,The differential display technique was applied for identification of genes that       have altered expression in mouse hepatocellular carcinomas relative to normal       liver.,PART_OF,NOM,expression ,D10496524.E8,Genes,C0017337,gngm,genes,D10496524.E11,Liver carcinoma,C2239176,neop,hepatocellular carcinomas
D10496524.P4,"Because IL-1ra is a natural antagonist of IL-1, and because the latter has been       reported to suppress the growth of hepatic cells, we also studied the expression        of IL-1ra in hepatocarcinogenesis.",DISRUPTS,VERB,suppress ,D10496524.E25,"IL1A protein, human",3552,aapp,IL-1,D10496524.E26,Growth,C0018270,orgf,growth
D10496524.P5,"In addition, 20% of human hepatocellular        carcinomas were also partly positive for IL-1ra.",PROCESS_OF,MOD_HEAD,human hepatocellular        carcinomas ,D10496524.E44,Liver carcinoma,C2239176,neop,hepatocellular        carcinomas,D10496524.E43,Homo sapiens,C0086418,humn,human
D10496524.P6,RT-PCR analysis demonstrated       that mouse hepatic tumors contain both secreted and intracellular forms of       IL-1ra.,PROCESS_OF,MOD_HEAD,mouse hepatic tumors ,D10496524.E49,Liver neoplasms,C0023903,neop,hepatic tumors,D10496524.E48,House mice,C0025914,mamm,mouse
D10496524.P7,"On the other hand, there were no differences in levels of IL-1alpha and       IL-1beta between hepatic tumors and normal liver in mice, suggesting that the       majority of tumors create a microenvironment that inhibits the actions of IL-1.",PROCESS_OF,PREP,in ,D10496524.E57,Liver neoplasms,C0023903,neop,hepatic tumors,D10496524.E59,Mus,C0026809,mamm,mice
D10496524.P8,"Furthermore, IL-1ra-positive adenomas contained more proliferating cell nuclear       antigen-positive cells than IL-1ra-negative adenomas, indicating a link with high       proliferation activity, although this was no longer evident in carcinomas.",COEXISTS_WITH,PREP,in ,D10496524.E72,Adenoma,C0001430,neop,adenomas,D10496524.E78,Carcinoma,C0007097,neop,carcinomas
D10496524.P9,"The       observed altered gene expression may be related to biological phenotypes of       hepatic tumors, and IL-1ra in particular may positively influence tumor cell       growth through its antagonism of IL-1.",AFFECTS,VERB,influence ,D10496524.E84,Liver neoplasms,C0023903,neop,hepatic tumors,D10496524.E87,tumor growth,C0598934,neop,tumor cell       growth
D10498643.P1,Expression of functional CD40 in human hepatocellular carcinoma.,PROCESS_OF,MOD_HEAD,human hepatocellular carcinoma.,D10498643.E4,Liver carcinoma,C2239176,neop,hepatocellular carcinoma,D10498643.E3,Homo sapiens,C0086418,humn,human
D10498643.P2,Expression of functional CD40 in human hepatocellular carcinoma.,PART_OF,NOM,Expression ,D10498643.E2,,958,gngm,CD40,D10498643.E4,Liver carcinoma,C2239176,neop,hepatocellular carcinoma
D10498643.P3,"CD40, a member of the tumor necrosis factor receptor (TNFR) family, plays a       crucial role in the survival, proliferation, and differentiation in B cells.",LOCATION_OF,PREP,in ,D10498643.E11,B-Lymphocytes,C0004561,cell,B cells,D10498643.E7,Tumor Necrosis Factor Receptor,C0077503,aapp,tumor necrosis factor receptor (TNFR) family
D10498643.P4,"However, the expression of CD40 other than in B cells has not been well studied.",LOCATION_OF,PREP,in ,D10498643.E13,B-Lymphocytes,C0004561,cell,B cells,D10498643.E12,,958,aapp,CD40
D10498643.P5,"Therefore, we investigated the expression and function of CD40 in hepatocellular        carcinomas (HCCs).",PART_OF,NOM,expression ,D10498643.E18,,958,gngm,CD40,D10498643.E19,Liver carcinoma,C2239176,neop,hepatocellular        carcinomas
D10498643.P6,Expression of CD40 mRNA in 6 established HCC cell lines was       analyzed by reverse-transcription polymerase chain reaction (RT-PCR) and CD40       expression on cell surface was examined by flow cytometrical analysis.,PART_OF,NOM,Expression ,D10498643.E26,,958,gngm,CD40,D10498643.E23,established cell line,C0598089,cell,established HCC cell lines
D10498643.P7,Expression of CD40 mRNA in 6 established HCC cell lines was       analyzed by reverse-transcription polymerase chain reaction (RT-PCR) and CD40       expression on cell surface was examined by flow cytometrical analysis.,PART_OF,NOM,Expression ,D10498643.E20,,958,gngm,CD40,D10498643.E23,established cell line,C0598089,cell,established HCC cell lines
D10498643.P8,We also       examined the expression of CD40 in human HCC tissues (45 cases) and nontumor       liver tissues (30 cases) by immunohistochemistry.,PART_OF,MOD_HEAD,HCC tissues ,D10498643.E32,Human tissue,C0440744,tisu,human HCC tissues,D10498643.E31,Liver carcinoma,C2239176,neop,HCC
D10498643.P9,We also       examined the expression of CD40 in human HCC tissues (45 cases) and nontumor       liver tissues (30 cases) by immunohistochemistry.,PART_OF,NOM,expression ,D10498643.E30,,958,gngm,CD40,D10498643.E32,Human tissue,C0440744,tisu,human HCC tissues
D10498643.P10,We also       examined the expression of CD40 in human HCC tissues (45 cases) and nontumor       liver tissues (30 cases) by immunohistochemistry.,PART_OF,NOM,expression ,D10498643.E30,,958,gngm,CD40,D10498643.E34,Liver parenchyma,C0736268,bpoc,liver tissues
D10498643.P11,"To examine the function of CD40       in HCC cells, we investigated the effect of CD40 signaling on anti-Fas antibody       and TNF-alpha-induced apoptosis in HepG2 cells.",INTERACTS_WITH,NOM,effect ,D10498643.E42,,958,gngm,CD40,D10498643.E45,"Antibodies, Anti-Idiotypic",C0003242,gngm,anti-Fas antibody
D10498643.P12,"To examine the function of CD40       in HCC cells, we investigated the effect of CD40 signaling on anti-Fas antibody       and TNF-alpha-induced apoptosis in HepG2 cells.",INTERACTS_WITH,NOM,effect ,D10498643.E42,,958,gngm,CD40,D10498643.E46,Tumor Necrosis Factors,7124,gngm,TNF-alpha
D10498643.P13,"To examine the function of CD40       in HCC cells, we investigated the effect of CD40 signaling on anti-Fas antibody       and TNF-alpha-induced apoptosis in HepG2 cells.",LOCATION_OF,PREP,in ,D10498643.E40,Cells,C0007634,cell,cells,D10498643.E38,,958,aapp,CD40
D10498643.P14,"To examine the function of CD40       in HCC cells, we investigated the effect of CD40 signaling on anti-Fas antibody       and TNF-alpha-induced apoptosis in HepG2 cells.",AUGMENTS,ADJ,induced ,D10498643.E38,,958,gngm,CD40,D10498643.E49,Hep G2 Cells,C2717940,cell,HepG2 cells
D10498643.P15,"In addition, intracellular levels       of cysteine protease P32 (CPP32) protein in HepG2 cells were also determined by       Western blotting.",LOCATION_OF,PREP,in ,D10498643.E54,Hep G2 Cells,C2717940,cell,HepG2 cells,D10498643.E52,CD8A wt Allele,"708,925",aapp,P32
D10498643.P16,"We have shown that 6 HCC cell lines constitutively expressed       CD40 mRNA and membrane-bound CD40 antigen, which was slightly up-regulated by       interferon gamma (IFN-gamma).",STIMULATES,COMPLEX,up-regulated ,D10498643.E64,Recombinant Interferon-gamma,3458,aapp,interferon gamma,D10498643.E58,,958,gngm,CD40
D10498643.P17,"We have shown that 6 HCC cell lines constitutively expressed       CD40 mRNA and membrane-bound CD40 antigen, which was slightly up-regulated by       interferon gamma (IFN-gamma).",STIMULATES,COMPLEX,up-regulated ,D10498643.E64,Recombinant Interferon-gamma,3458,aapp,interferon gamma,D10498643.E62,CD40 Antigens,958,gngm,CD40 antigen
D10498643.P18,"In addition, 60% of human HCC tissues demonstrated        positive staining for CD40, whereas nontumor tissues showed little detectable       staining.",PART_OF,MOD_HEAD,HCC tissues ,D10498643.E67,Human tissue,C0440744,tisu,human HCC tissues,D10498643.E66,Liver carcinoma,C2239176,neop,HCC
D10498643.P19,"In HepG2 cells, CD40 stimulation does not affect cell viability, but       significantly inhibited Fas and TNFR-mediated apoptosis in a dose-dependent       manner by blocking the activation of CPP32.",USES,MOD_HEAD,CD40 stimulation ,D10498643.E75,Stimulation procedure,C1292856,topp,stimulation,D10498643.E74,,958,aapp,CD40
D10498643.P20,"In HepG2 cells, CD40 stimulation does not affect cell viability, but       significantly inhibited Fas and TNFR-mediated apoptosis in a dose-dependent       manner by blocking the activation of CPP32.",AFFECTS,VERB,affect ,D10498643.E75,Stimulation procedure,C1292856,topp,stimulation,D10498643.E77,Cell Survival,C0007620,celf,cell viability
D10498643.P21,"In HepG2 cells, CD40 stimulation does not affect cell viability, but       significantly inhibited Fas and TNFR-mediated apoptosis in a dose-dependent       manner by blocking the activation of CPP32.",AFFECTS,VERB,affect ,D10498643.E75,Stimulation procedure,C1292856,topp,stimulation,D10498643.E81,Apoptosis,C0162638,celf,apoptosis
D10498643.P22,"In HepG2 cells, CD40 stimulation does not affect cell viability, but       significantly inhibited Fas and TNFR-mediated apoptosis in a dose-dependent       manner by blocking the activation of CPP32.",STIMULATES,NOM,stimulation ,D10498643.E78,,355,gngm,Fas,D10498643.E74,,958,gngm,CD40
D10498643.P23,"From these results, we conclude that        CD40 expression in HCCs plays an important role in tumor biology, especially the        resistance against Fas and TNFR-mediated apoptosis.",PART_OF,NOM,expression ,D10498643.E87,,958,gngm,CD40,D10498643.E88,Liver carcinoma,C2239176,neop,HCCs
D10507762.P1,"Proline-rich antimicrobial peptide, PR-39 gene transduction altered invasive       activity and actin structure in human hepatocellular carcinoma cells.",PART_OF,MOD_HEAD,human hepatocellular carcinoma cells.,D10507762.E12,hepatoma cell,C0677626,cell,hepatocellular carcinoma cells,D10507762.E11,Homo sapiens,C0086418,humn,human
D10507762.P2,"Proline-rich antimicrobial peptide, PR-39 gene transduction altered invasive       activity and actin structure in human hepatocellular carcinoma cells.",LOCATION_OF,PREP,in ,D10507762.E12,hepatoma cell,C0677626,cell,hepatocellular carcinoma cells,D10507762.E4,Peptides,C0030956,aapp,peptide
D10507762.P3,"PR-39 is an endogenous proline-rich antimicrobial peptide which induces the       synthesis of syndecan-1, a transmembrane heparan sulphate proteoglycan involved       in cell-to-matrix interactions and wound healing.",PART_OF,MOD_HEAD,transmembrane heparan sulphate proteoglycan ,D10507762.E22,Heparan Sulfate Proteoglycans,C0062503,aapp,heparan sulphate proteoglycan,D10507762.E21,integral to membrane,C1167322,celc,transmembrane
D10507762.P4,"PR-39 is an endogenous proline-rich antimicrobial peptide which induces the       synthesis of syndecan-1, a transmembrane heparan sulphate proteoglycan involved       in cell-to-matrix interactions and wound healing.",CAUSES,VERB,induces ,D10507762.E13,PR 39,C0138186,bacs,PR-39,D10507762.E19,Anabolism,C0220781,biof,synthesis
D10507762.P5,"PR-39 is an endogenous proline-rich antimicrobial peptide which induces the       synthesis of syndecan-1, a transmembrane heparan sulphate proteoglycan involved       in cell-to-matrix interactions and wound healing.",AFFECTS,VERB,involved ,D10507762.E22,Heparan Sulfate Proteoglycans,C0062503,aapp,heparan sulphate proteoglycan,D10507762.E23,Cell Communication,C0007582,celf,cell-to-matrix interactions
D10507762.P6,"PR-39 is an endogenous proline-rich antimicrobial peptide which induces the       synthesis of syndecan-1, a transmembrane heparan sulphate proteoglycan involved       in cell-to-matrix interactions and wound healing.",AFFECTS,VERB,involved ,D10507762.E22,Heparan Sulfate Proteoglycans,C0062503,aapp,heparan sulphate proteoglycan,D10507762.E24,Wound Healing,C0043240,orgf,wound healing
