,S_name,O_name,label,title,from,to,arrows,color,id
134,Heparan Sulfate Proteoglycans,Wound Healing,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10507762' target='_blank'>PR-39 is an endogenous proline-rich antimicrobial peptide which induces the       synthesis of syndecan-1, a transmembrane heparan sulphate proteoglycan involved       in cell-to-matrix interactions and wound healing.</br></a><font color='red'>heparan sulphate proteoglycan</font> <font color='blue'>involved </font> <font color='green'>wound healing</font></p>",76,182,to,VERB,133
135,Actins,Motile,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10507762' target='_blank'>In contrast, five transfectants with       syndecan-1 gene in the HLF cells revealed suppression of invasive activity but       did not alter the motile activity and actin structures of the cell.</br></a><font color='red'>actin</font> <font color='blue'>alter </font> <font color='green'>motile</font></p>",77,183,to,VERB,134
136,SDC1 gene,Motile,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10507762' target='_blank'>In contrast, five transfectants with       syndecan-1 gene in the HLF cells revealed suppression of invasive activity but       did not alter the motile activity and actin structures of the cell.</br></a><font color='red'>syndecan-1 gene</font> <font color='blue'>alter </font> <font color='green'>motile</font></p>",78,183,to,VERB,135
137,Asialoglycoprotein Receptor,Liver carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10507763' target='_blank'>The asialoglycoprotein receptor in human hepatocellular carcinomas: its       expression on proliferating cells.</br></a><font color='red'>asialoglycoprotein receptor</font> <font color='blue'>in </font> <font color='green'>hepatocellular carcinomas</font></p>,79,106,to,PREP,136
138,PRDM2 gene,Liver neoplasms,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10508492' target='_blank'>Decreased RIZ1 expression but not RIZ2 in hepatoma and suppression of hepatoma       tumorigenicity by RIZ1.</br></a><font color='red'>RIZ2</font> <font color='blue'>in </font> <font color='green'>hepatoma</font></p>,80,74,to,PREP,137
139,Malignant Neoplasms,Family,AFFECTS,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10508492' target='_blank'>An unusual feature of this family is the yin-yang involvement in human cancers.</br></a><font color='red'>cancers</font> <font color='blue'>involvement </font> <font color='green'>family</font></p>,81,184,to,NOM,138
140,PRDM2 gene,Liver neoplasms,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10508492' target='_blank'>Here, we have investigated the role of RIZ in hepatoma.</br></a><font color='red'>RIZ</font> <font color='blue'>role </font> <font color='green'>hepatoma</font></p>",80,74,to,NOM,139
141,Proteins,Malignant Neoplasms,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10508492' target='_blank'>Our observations reinforce the yin-yang notion of RIZ gene       products in human cancer and suggest a RIZ1 tumor suppressor role in hepatoma.</br></a><font color='red'>gene       products</font> <font color='blue'>in </font> <font color='green'>cancer</font></p>,62,81,to,PREP,140
142,Tumor Suppressor Genes,Liver neoplasms,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10508492' target='_blank'>Our observations reinforce the yin-yang notion of RIZ gene       products in human cancer and suggest a RIZ1 tumor suppressor role in hepatoma.</br></a><font color='red'>tumor suppressor</font> <font color='blue'>role </font> <font color='green'>hepatoma</font></p>,13,74,to,NOM,141
143,Genes,Carcinogenesis,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10519413' target='_blank'>Identification and characterization of genes associated with human hepatocellular       carcinogenesis.</br></a><font color='red'>genes</font> <font color='blue'>associated </font> <font color='green'>carcinogenesis</font></p>,82,153,to,VERB,142
144,Growth Factor,Precancerous Conditions,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10519413' target='_blank'>These transcripts are differentially regulated depending on       cell-cell contact, serum growth factors, growth and differentiation status,       and/or other mechanisms in premalignant and malignant liver cells.</br></a><font color='red'>growth factors</font> <font color='blue'>in </font> <font color='green'>premalignant</font></p>",32,185,to,PREP,143
145,TP53 gene,Liver carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10523694' target='_blank'>The structural abnormalities of the p53 gene have frequently been detected in       hepatocellular carcinomas (HCCs).</br></a><font color='red'>p53 gene</font> <font color='blue'>in </font> <font color='green'>hepatocellular carcinomas</font></p>,4,106,to,PREP,144
146,Genes,Liver carcinoma,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10523694' target='_blank'>To ascertain whether or not functional       inactivation of this gene also occurs in HCCs, the transactivation of p53 gene       products in 11 HCC cell lines maintained in our laboratory and 26 HCC surgical       specimens was examined by yeast functional assay (functional analysis of       separated alleles in yeast: FASAY), which determines the functional status of the       individual p53 alleles.</br></a><font color='red'>gene</font> <font color='blue'>in </font> <font color='green'>HCCs</font></p>",82,106,to,PREP,145
147,Protein p53,Liver carcinoma,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10523694' target='_blank'>These results show that functional inactivation of p53 gene       products often occurs in HCCs and that the inactivation frequency of the gene in        HCCs is well correlated with differentiation degree and tumor size, suggesting       that the inactivation of p53 gene products plays a role in progression from well        to poorly differentiated HCC.</br></a><font color='red'>p53 gene       products</font> <font color='blue'>in </font> <font color='green'>HCCs</font></p>",83,106,to,PREP,146
148,Genes,Liver carcinoma,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10523694' target='_blank'>These results show that functional inactivation of p53 gene       products often occurs in HCCs and that the inactivation frequency of the gene in        HCCs is well correlated with differentiation degree and tumor size, suggesting       that the inactivation of p53 gene products plays a role in progression from well        to poorly differentiated HCC.</br></a><font color='red'>gene</font> <font color='blue'>in </font> <font color='green'>HCCs</font></p>",82,106,to,PREP,147
149,Genes,Colorectal Cancer,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10551902' target='_blank'>MATERIALS AND METHODS: The human       ICAM-1 (hICAM1) gene was inserted into an HSV amplicon vector and tested in a       transplantable rat hepatocellular carcinoma and in a human colorectal cancer cell       line.</br></a><font color='red'>gene</font> <font color='blue'>in </font> <font color='green'>colorectal cancer</font></p>,82,186,to,PREP,148
150,Genes,Rat Hepatocellular Carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10551902' target='_blank'>MATERIALS AND METHODS: The human       ICAM-1 (hICAM1) gene was inserted into an HSV amplicon vector and tested in a       transplantable rat hepatocellular carcinoma and in a human colorectal cancer cell       line.</br></a><font color='red'>gene</font> <font color='blue'>in </font> <font color='green'>rat hepatocellular carcinoma</font></p>,82,187,to,PREP,149
151,Therapeutic radiology procedure,tumor growth,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10551902' target='_blank'>Additionally, immunization       with irradiated (10,000 rads) HSV-hICAM1-transduced tumor cells was performed to        determine its effect on tumor growth.</br></a><font color='red'>irradiated</font> <font color='blue'>effect </font> <font color='green'>tumor growth</font></p>",84,179,to,NOM,150
152,BCL-2 Protein,Chemosensitivity,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10567879' target='_blank'>The study examines the       effect of Bcl-2 protein on the chemosensitivity of a human hepatocellular       carcinoma cell line, QGY-7703.</br></a><font color='red'>Bcl-2 protein</font> <font color='blue'>effect </font> <font color='green'>chemosensitivity</font></p>",85,188,to,NOM,151
153,Retinoblastoma Protein,Tumor Progression,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10567906' target='_blank'>Over-expression and lack of retinoblastoma protein are associated with tumor       progression and metastasis in hepatocellular carcinoma.</br></a><font color='red'>retinoblastoma protein</font> <font color='blue'>associated </font> <font color='green'>tumor       progression</font></p>,86,189,to,VERB,152
154,Retinoblastoma Protein,Secondary Neoplasm,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10567906' target='_blank'>Over-expression and lack of retinoblastoma protein are associated with tumor       progression and metastasis in hepatocellular carcinoma.</br></a><font color='red'>retinoblastoma protein</font> <font color='blue'>associated </font> <font color='green'>metastasis</font></p>,86,156,to,VERB,153
155,"Hepatitis, Chronic",Hepatocarcinogenesis,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10567906' target='_blank'>To determine the role of retinoblastoma (Rb) gene alteration in       hepatocarcinogenesis, we examined Rb protein expression immuno-histochemically in       a series of surgically resected specimens including non-cancerous liver tissues       with cirrhosis or chronic hepatitis, large regenerative nodules, pre-cancerous       adenomatous hyperplasias as well as primary and metastatic lesions of       hepatocellular carcinoma (HCC).</br></a><font color='red'>chronic hepatitis</font> <font color='blue'>role </font> <font color='green'>hepatocarcinogenesis</font></p>",87,1,to,NOM,154
156,Adenomatous hyperplasia,Hepatocarcinogenesis,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10567906' target='_blank'>To determine the role of retinoblastoma (Rb) gene alteration in       hepatocarcinogenesis, we examined Rb protein expression immuno-histochemically in       a series of surgically resected specimens including non-cancerous liver tissues       with cirrhosis or chronic hepatitis, large regenerative nodules, pre-cancerous       adenomatous hyperplasias as well as primary and metastatic lesions of       hepatocellular carcinoma (HCC).</br></a><font color='red'>adenomatous hyperplasias</font> <font color='blue'>role </font> <font color='green'>hepatocarcinogenesis</font></p>",88,1,to,NOM,155
157,Retinoblastoma Protein,Neoplasm Metastasis,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10567906' target='_blank'>Our observations suggest       that elevated and absent Rb protein are closely associated with tumor progression       and developing metastatic disease rather than tumor initiation in cases of HCC.</br></a><font color='red'>Rb protein</font> <font color='blue'>associated </font> <font color='green'>metastatic disease</font></p>,86,164,to,VERB,156
158,Retinoblastoma Protein,Tumor Progression,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10567906' target='_blank'>Our observations suggest       that elevated and absent Rb protein are closely associated with tumor progression       and developing metastatic disease rather than tumor initiation in cases of HCC.</br></a><font color='red'>Rb protein</font> <font color='blue'>associated </font> <font color='green'>tumor progression</font></p>,86,189,to,VERB,157
159,Gene Mutation,Wild Type,AFFECTS,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10569800' target='_blank'>PPARalpha-null mice showed no hepatic APP gene alteration after PP treatment but        had higher basal expression than did wild-type controls.</br></a><font color='red'>gene alteration</font> <font color='blue'>controls.</font> <font color='green'>wild-type</font></p>,89,190,to,NOM,158
160,CDKN2A gene,Liver carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10575317' target='_blank'>CDKN2 mutation is infrequent in german hepatocellular carcinoma.</br></a><font color='red'>CDKN2</font> <font color='blue'>in </font> <font color='green'>hepatocellular carcinoma</font></p>,34,106,to,PREP,159
161,CDKN2A gene,Hepatocarcinogenesis,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10575317' target='_blank'>We conclude that the alteration of CDKN2 by deletion or mutation       appears not to be a frequent event in hepatocarcinogenesis in German patients.</br></a><font color='red'>CDKN2</font> <font color='blue'>in </font> <font color='green'>hepatocarcinogenesis</font></p>,34,1,to,PREP,160
162,Genes,Liver carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10576668' target='_blank'>Expression of MAGE-1 and -3 genes and gene products in human hepatocellular       carcinoma.</br></a><font color='red'>genes</font> <font color='blue'>in </font> <font color='green'>hepatocellular       carcinoma</font></p>,82,106,to,PREP,161
163,Proteins,Liver carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10576668' target='_blank'>Expression of MAGE-1 and -3 genes and gene products in human hepatocellular       carcinoma.</br></a><font color='red'>gene products</font> <font color='blue'>in </font> <font color='green'>hepatocellular       carcinoma</font></p>,62,106,to,PREP,162
164,Detection,Early Hepatocellular Carcinoma,TREATS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10576668' target='_blank'>Our results indicate that the       detection of the genes by RT-PCR or the proteins by Western blotting is useful       for differentiating early HCCs from non-cancerous lesions, and that the peptides        derived from MAGE-1 and -3 proteins might be suitable targets for immunotherapy       of human HCC.</br></a><font color='red'>detection</font> <font color='blue'>for </font> <font color='green'>early HCCs</font></p>",90,191,to,PREP,163
165,,Liver neoplasms,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10580126' target='_blank'>The       mechanisms by which alpha1-6 fucosylation of AFP occurs in the hepatoma is not       due to the up-regulation of alpha1-6FucT alone.</br></a><font color='red'>AFP</font> <font color='blue'>in </font> <font color='green'>hepatoma</font></p>,NA,74,to,PREP,164
166,BCL10 gene,Lymphoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10582682' target='_blank'>Point mutations and deletions of the Bcl10 gene in solid tumors and malignant       lymphomas.</br></a><font color='red'>Bcl10 gene</font> <font color='blue'>in </font> <font color='green'>malignant       lymphomas</font></p>,91,192,to,PREP,165
167,BCL10 gene,solid tumor,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10582682' target='_blank'>Point mutations and deletions of the Bcl10 gene in solid tumors and malignant       lymphomas.</br></a><font color='red'>Bcl10 gene</font> <font color='blue'>in </font> <font color='green'>solid tumors</font></p>,91,9,to,PREP,166
168,BCL10 gene,solid tumor,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10582682' target='_blank'>In contrast, we       detected Bcl10 mutations in 4 of 120 lymphomas (3.3%) and 2 of 78 GCTs (2.6%),       respectively, but no mutation was found in the remaining solid tumors analyzed.</br></a><font color='red'>Bcl10</font> <font color='blue'>in </font> <font color='green'>solid tumors</font></p>",91,9,to,PREP,167
169,BCL10 gene,Pathogenesis,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10582682' target='_blank'>Taken together, these data imply that Bcl10 may occasionally be involved in the       pathogenesis of lymphoma and GCTs.</br></a><font color='red'>Bcl10</font> <font color='blue'>involved </font> <font color='green'>pathogenesis</font></p>",91,18,to,VERB,168
170,BCL10 gene,Neoplasms,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10582682' target='_blank'>However, the absence or low frequency of the       mutation suggests that either Bcl10 is inactivated by other mechanisms or it is       not the only target of chromosome 1p22 deletion in human tumors.</br></a><font color='red'>Bcl10</font> <font color='blue'>in </font> <font color='green'>tumors</font></p>",91,167,to,PREP,169
171,apoptosis signaling,Apoptosis,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10583438' target='_blank'>CONCLUSIONS: Thus, it is unlikely that hepatitis C       virus core or E2 protein inhibit apoptosis mediated by apoptosis-signalling       pathways sensitive to cytokine response modifier A protein.</br></a><font color='red'>apoptosis-signalling       pathways</font> <font color='blue'>mediated </font> <font color='green'>apoptosis</font></p>",92,150,to,VERB,170
172,"nucleocapsid protein, Hepatitis C virus",Apoptosis,AFFECTS,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10583438' target='_blank'>Discrepancies to       previous reports probably reflect specific effects of hepatitis C virus core       protein on different apoptotic pathways and/ or cell lines.</br></a><font color='red'>hepatitis C virus core       protein</font> <font color='blue'>effects </font> <font color='green'>apoptotic pathways</font></p>,93,150,to,NOM,171
173,oncostatin M,Heterodimerization,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10586060' target='_blank'>Leukemia inhibitory factor (LIF), cardiotrophin-1, ciliary neurotrophic factor,       and oncostatin M (OSM) lead to heterodimerization of LIF receptor (LIFR) or the       OSM-specific receptor (OSMR) with glycoprotein (gp) 130, the common receptor       subunit for IL-6-type cytokines.</br></a><font color='red'>oncostatin M</font> <font color='blue'>lead </font> <font color='green'>heterodimerization</font></p>",94,193,to,VERB,172
174,leukemia inhibitory factor,Heterodimerization,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10586060' target='_blank'>Leukemia inhibitory factor (LIF), cardiotrophin-1, ciliary neurotrophic factor,       and oncostatin M (OSM) lead to heterodimerization of LIF receptor (LIFR) or the       OSM-specific receptor (OSMR) with glycoprotein (gp) 130, the common receptor       subunit for IL-6-type cytokines.</br></a><font color='red'>Leukemia inhibitory factor</font> <font color='blue'>lead </font> <font color='green'>heterodimerization</font></p>",95,193,to,VERB,173
175,Ciliary Neurotrophic Factor,Heterodimerization,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10586060' target='_blank'>Leukemia inhibitory factor (LIF), cardiotrophin-1, ciliary neurotrophic factor,       and oncostatin M (OSM) lead to heterodimerization of LIF receptor (LIFR) or the       OSM-specific receptor (OSMR) with glycoprotein (gp) 130, the common receptor       subunit for IL-6-type cytokines.</br></a><font color='red'>ciliary neurotrophic factor</font> <font color='blue'>lead </font> <font color='green'>heterodimerization</font></p>",96,193,to,VERB,174
176,cardiotrophin 1,Heterodimerization,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10586060' target='_blank'>Leukemia inhibitory factor (LIF), cardiotrophin-1, ciliary neurotrophic factor,       and oncostatin M (OSM) lead to heterodimerization of LIF receptor (LIFR) or the       OSM-specific receptor (OSMR) with glycoprotein (gp) 130, the common receptor       subunit for IL-6-type cytokines.</br></a><font color='red'>cardiotrophin-1</font> <font color='blue'>lead </font> <font color='green'>heterodimerization</font></p>",97,193,to,VERB,175
177,"Transcription, Genetic",FHIT gene,AFFECTS,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10589760' target='_blank'>To determine whether transcriptional alterations of the fragile histidine triad       (FHIT) gene play a role in the development and progression of human       hepatocellular carcinoma (HCC) we used reverse transcription-PCR to examine mRNA        FHIT expression in 28 paired samples of HCC (24 in cirrhotic and 4 in       noncirrhotic livers) and matched noncancerous tissue and in 10 normal livers.</br></a><font color='red'>transcriptional</font> <font color='blue'>alterations </font> <font color='green'>fragile histidine triad       (FHIT) gene</font></p>,98,46,to,NOM,176
178,Matched Tissues,Liver normal,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10589760' target='_blank'>To determine whether transcriptional alterations of the fragile histidine triad       (FHIT) gene play a role in the development and progression of human       hepatocellular carcinoma (HCC) we used reverse transcription-PCR to examine mRNA        FHIT expression in 28 paired samples of HCC (24 in cirrhotic and 4 in       noncirrhotic livers) and matched noncancerous tissue and in 10 normal livers.</br></a><font color='red'>matched noncancerous tissue</font> <font color='blue'>in </font> <font color='green'>normal livers</font></p>,99,194,to,PREP,177
179,APOBEC1 gene,Carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10597235' target='_blank'>This investigation aimed to define whether such aberrant hyperediting        mediated by APOBEC-1 occurs in human carcinomas.</br></a><font color='red'>APOBEC-1</font> <font color='blue'>in </font> <font color='green'>carcinomas</font></p>,100,195,to,PREP,178
180,apoB mRNA editing catalytic subunit,Carcinoma,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10597235' target='_blank'>Taken together, either APOBEC-1 or       the 'auxiliary' components of the apo B mRNA editing enzyme-complex or both are       missing in human carcinomas resulting in the absence of mRNA editing.</br></a><font color='red'>APOBEC-1</font> <font color='blue'>in </font> <font color='green'>carcinomas</font></p>",101,195,to,PREP,179
181,Proteins,Liver carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10597262' target='_blank'>Close correlation between beta-catenin gene alterations and nuclear accumulation        of the protein in human hepatocellular carcinomas.</br></a><font color='red'>protein</font> <font color='blue'>in </font> <font color='green'>hepatocellular carcinomas</font></p>,62,106,to,PREP,180
182,CTNNB1 gene,Fibrolamellar hepatocellular carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10597262' target='_blank'>Our results indicate that       accumulation of beta-catenin resulting from genetic mutations is a frequent event       in non-fibrolamellar type hepatocellular carcinoma.</br></a><font color='red'>beta-catenin</font> <font color='blue'>in </font> <font color='green'>fibrolamellar type hepatocellular carcinoma</font></p>,14,196,to,PREP,181
183,trichostatin A,Liver carcinoma,TREATS,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10601571' target='_blank'>Modulating IGFBP-3 expression by trichostatin A: potential therapeutic role in       the treatment of hepatocellular carcinoma.</br></a><font color='red'>trichostatin A</font> <font color='blue'>treatment </font> <font color='green'>hepatocellular carcinoma</font></p>,102,106,to,NOM,182
184,HDAC1 gene,Hepatocarcinogenesis,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10601571' target='_blank'>Mutations and alterations of the       IGF-axis as well as of chromosome 1p34, where the genes for histone deacetylase 1       (HDAC1) and transforming growth factor beta receptor interacting protein-1       (TRIP-1) map, are frequent events in hepatocarcinogenesis.</br></a><font color='red'>histone deacetylase 1</font> <font color='blue'>in </font> <font color='green'>hepatocarcinogenesis</font></p>",103,1,to,PREP,183
185,Recombinant Transforming Growth Factor-Beta 1,Hepatocarcinogenesis,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10601571' target='_blank'>Mutations and alterations of the       IGF-axis as well as of chromosome 1p34, where the genes for histone deacetylase 1       (HDAC1) and transforming growth factor beta receptor interacting protein-1       (TRIP-1) map, are frequent events in hepatocarcinogenesis.</br></a><font color='red'>transforming growth factor beta receptor interacting protein-1</font> <font color='blue'>in </font> <font color='green'>hepatocarcinogenesis</font></p>",104,1,to,PREP,184
186,Insulin-Like Growth Factor Binding Protein 3,Liver carcinoma,TREATS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10601571' target='_blank'>As IGFBP-3 has been shown to induce apoptosis, these results suggest a possible       use for histone deacetylase inhibitors and/or IGFBP-3 in the treatment of HCC.</br></a><font color='red'>IGFBP-3</font> <font color='blue'>treatment </font> <font color='green'>HCC</font></p>",105,106,to,NOM,185
187,Liver carcinoma,Patients,AFFECTS,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10606185' target='_blank'>We       examined the backgrounds of 34 NB and NC (NBNC) Japanese patients with chronic       liver disease (CLD) patients not associated with HCC and 26 NBNC CLD patients       with HCC.</br></a><font color='red'>HCC</font> <font color='blue'>associated </font> <font color='green'>patients</font></p>,106,174,to,VERB,186
188,"PSMD10 protein, human",cell growth,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10613832' target='_blank'>These results       demonstrate the importance of ubiquitin-proteasome pathway in the regulation of       cell growth and oncogenic transformation, and indicate that gankyrin       overexpression contributes to hepatocarcinogenesis by destabilizing RB1.</br></a><font color='red'>gankyrin</font> <font color='blue'>regulation </font> <font color='green'>cell growth</font></p>",107,151,to,NOM,187
189,"PSMD10 protein, human","Transformation, function",AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10613832' target='_blank'>These results       demonstrate the importance of ubiquitin-proteasome pathway in the regulation of       cell growth and oncogenic transformation, and indicate that gankyrin       overexpression contributes to hepatocarcinogenesis by destabilizing RB1.</br></a><font color='red'>gankyrin</font> <font color='blue'>regulation </font> <font color='green'>transformation</font></p>",107,197,to,NOM,188
190,MDK gene,Carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10626184' target='_blank'>BACKGROUND/AIMS: Aberrant expression of Midkine (MK) has been found in various       human carcinomas including hepatocellular carcinoma (HCC).</br></a><font color='red'>Midkine</font> <font color='blue'>in </font> <font color='green'>carcinomas</font></p>,108,195,to,PREP,189
191,Erythropoietin,Renal Cell Carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10628941' target='_blank'>Gene expression of erythropoietin in renal cell carcinoma.</br></a><font color='red'>erythropoietin</font> <font color='blue'>in </font> <font color='green'>renal cell carcinoma</font></p>,109,198,to,PREP,190
192,Base Sequence,Neoplasms,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10628941' target='_blank'>Nucleotide sequences of EPO cDNA in the tumor were normal.</br></a><font color='red'>Nucleotide sequences</font> <font color='blue'>in </font> <font color='green'>tumor</font></p>,110,167,to,PREP,191
193,PTGS2 gene,Liver carcinoma,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10632332' target='_blank'>Recent studies have shown increased levels of cyclooxygenase-2 (COX-2) in a       variety of human malignancies including hepatocellular carcinoma (HCC), but       little is known about the prognostic value of COX-2 in HCC or its associated       nontumor liver tissue.</br></a><font color='red'>COX-2</font> <font color='blue'>in </font> <font color='green'>HCC</font></p>",111,106,to,PREP,192
194,HFE gene,Iron Overload,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10660482' target='_blank'>In hereditary hemochromatosis an       increased frequency of the C282Y and, to a lesser extent, of the H63D mutations       has been established, but their role in other conditions associated with iron       overload and their prevalence in the normal population are still under       investigation.</br></a><font color='red'>hereditary hemochromatosis</font> <font color='blue'>associated </font> <font color='green'>iron       overload</font></p>",112,199,to,VERB,193
195,Neoplastic Cell Transformation,Mutation,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10660482' target='_blank'>We sought to determine the presence of such mutations, and their       possible involvement in the multi-step neoplastic transformation of the       hepatocytes, in patients diagnosed with hepatocellular carcinoma, a frequent       complication of iron-induced liver cirrhosis occurring in untreated hereditary       hemochromatosis subjects.</br></a><font color='red'>neoplastic transformation</font> <font color='blue'>involvement </font> <font color='green'>mutations</font></p>",113,200,to,NOM,194
196,Liver carcinoma,Pathogenesis,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10660482' target='_blank'>In conclusion, we suggest that the hereditary       hemochromatosis-related mutations of the HFE gene do not play a significant role        in the pathogenesis of hepatocellular carcinoma.</br></a><font color='red'>hepatocellular carcinoma</font> <font color='blue'>play a significant role </font> <font color='green'>pathogenesis</font></p>",106,18,to,COMPLEX,195
197,TP53 gene,Liver carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10662591' target='_blank'>Microsatellite instability and p53 mutations in hepatocellular carcinoma.</br></a><font color='red'>p53</font> <font color='blue'>in </font> <font color='green'>hepatocellular carcinoma</font></p>,4,106,to,PREP,196
198,TP53 gene,Microsatellite Instability,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10662591' target='_blank'>We have studied 27 hepatocellular carcinomas (HCCs) to identify possible       relationships between microsatellite instability (MSI), p53 mutations, and HBV       infection in hepatocarcinogenesis.</br></a><font color='red'>p53</font> <font color='blue'>relationships </font> <font color='green'>microsatellite instability</font></p>",4,114,to,NOM,197
199,Microsatellite Instability,TP53 gene,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10662591' target='_blank'>Only 1/5 samples with MSI in more than two markers harbored a mutation in p53.</br></a><font color='red'>MSI</font> <font color='blue'>in </font> <font color='green'>p53</font></p>,114,4,to,PREP,198
