id,cui,name,semtypes,text,entrezID,entrezName
D10507763.E89,C0334227,"Tumor cells, malignant",cell,cancer cells,,
D10507763.E90,C0052495,Asialoglycoprotein Receptor,"aapp,rcpt",ASGP-R,,
D10507763.E91,C0205148,Surface,spco,surface,,
D10507763.E92,C0003987,Asialoglycoproteins,"aapp,bacs",ASGP-R,,
D10507763.E93,C1514760,Receptor Cell,cell,ASGP-R on cell,,
D10507763.E94,C0007603,Plasma membrane,celc,plasma membrane,,
D10507763.E95,C0680220,majority,socb,majority,,
D10507763.E96,C0007589,Cell Differentiation process,celf,differentiated,,
D10507763.E97,C1415491,HCCS gene,gngm,HCCs,3052,HCCS
D10507763.E98,C1514485,Proliferation,ftcn,proliferating,,
D10507763.E99,C0007634,Cells,cell,cells,,
D10507763.E100,C1882348,Permutation,qlco,order,,
D10507763.E101,C3266814,Action,acty,action,,
D10507763.E102,C0243077,inhibitors,chvf,inhibitors,,
D10507763.E103,C1328870,DNA chemical synthesis,lbpr,DNA synthesis,,
D10507763.E104,C0086418,Homo sapiens,humn,HCC,,
D10507763.E105,C0677626,hepatoma cell,cell,HCC cells,,
D10507763.E106,C1160466,conjugation,celf,conjugation,,
D10507763.E107,C0231800,"Expiration, function",ortf,terminating,,
D10507763.E108,C0597357,receptor,"aapp,rcpt",receptor,,
D10508492.E1,C0205216,Decreased,qnco,Decreased,,
D10508492.E2,C1418875,PRDM2 gene,gngm,RIZ1,7799,PRDM2
D10508492.E3,C1518422,Negation,ftcn,not,,
D10508492.E4,C1418875,PRDM2 gene,gngm,RIZ2,7799,PRDM2
D10508492.E5,C0023903,Liver neoplasms,neop,hepatoma,,
D10508492.E6,C0023903,Liver neoplasms,neop,hepatoma,,
D10508492.E7,C1519697,Tumorigenicity,patf,tumorigenicity,,
D10508492.E8,C1418875,PRDM2 gene,gngm,RIZ1,7799,PRDM2
D10508492.E9,C0205108,Distal,spco,distal,,
D10508492.E10,C0426857,Short arm,fndg,short arm,,
D10508492.E11,C0086418,Homo sapiens,humn,human,,
D10508492.E12,C0008651,"Chromosomes, Human, Pair 1",celc,chromosome 1,,
D10508492.E13,C1520972,1p36,celc,1p36,,
D10508492.E14,C0023903,Liver neoplasms,neop,hepatoma,,
D10508492.E15,C0677930,primary tumor,neop,primary        hepatoma tumors,,
D10508492.E16,C0007600,Cultured Cell Line,cell,cell lines,,
D10508492.E17,C0017446,Geographic Locations,geoa,region,,
D10508492.E18,C1418875,PRDM2 gene,gngm,RIZ,7799,PRDM2
D10508492.E19,C0017337,Genes,gngm,gene,,
D10508492.E20,C0680022,member,popg,member,,
D10508492.E21,C3538935,Procedure Domain,inpr,PR (,,
D10508492.E22,C1335253,PRDM1 gene,gngm,PRDI-BF1,639,PRDM1
D10508492.E23,C0254341,PR Domain Zinc Finger Protein 1,"aapp,bacs",BLIMP1,639,PRDM1
D10508492.E24,C1418875,PRDM2 gene,gngm,RIZ,7799,PRDM2
D10508492.E25,C1334043,Homologous Gene,gngm,homology),,
D10508492.E26,C1883221,Superkingdom (taxonomic category),cnce,domain,,
D10508492.E27,C0015576,Family,famg,family,,
D10508492.E28,C0040648,TRANSCRIPTION FACTOR,"aapp,bacs",transcription factors,,
D10508492.E29,C2700116,Unusual,qlco,unusual,,
D10508492.E30,C1521970,Characteristics,qlco,feature,,
D10508492.E31,C0015576,Family,famg,family,,
D10508492.E32,C0085256,Yin-Yang,idcn,yin-yang,,
D10508492.E33,C0086418,Homo sapiens,humn,human,,
D10508492.E34,C0006826,Malignant Neoplasms,neop,cancers,,
D10508492.E35,C0205448,Two,qnco,Two,,
D10508492.E36,C1514468,product,enty,products,,
D10508492.E37,C0086282,Family member,famg,family member,,
D10508492.E38,C0332197,Absent,ftcn,absence,,
D10508492.E39,C1883221,Superkingdom (taxonomic category),cnce,domain,,
D10508492.E40,C0332287,In addition to,qlco,plus,,
D10508492.E41,C1514468,product,enty,product,,
D10508492.E42,C1514468,product,enty,product,,
D10508492.E43,C0150312,Present,qnco,present,,
D10508492.E44,C0334227,"Tumor cells, malignant",cell,cancer       cells,,
D10508492.E45,C0332287,In addition to,qlco,plus,,
D10508492.E46,C1514468,product,enty,product,,
D10508492.E47,C1418875,PRDM2 gene,gngm,RIZ1,7799,PRDM2
D10508492.E48,C1707257,Candidate Tumor Suppressor Gene,gngm,candidate tumor suppressor,"5241,5541,5555,140738,100616101","PGR,PR@,PRH2,TMEM37,ERVK-10"
D10508492.E49,C0237477,Arrested progression,tmco,arrest,,
D10508492.E50,C0162638,Apoptosis,celf,apoptosis,,
D10508492.E51,C0006142,Malignant neoplasm of breast,neop,breast       cancer,,
D10508492.E52,C1418875,PRDM2 gene,gngm,RIZ,7799,PRDM2
D10508492.E53,C0023903,Liver neoplasms,neop,hepatoma,,
D10508492.E54,C1418875,PRDM2 gene,gngm,RIZ1,7799,PRDM2
D10508492.E55,C1519595,Transcript,nnon,transcript,,
D10508492.E56,C3827727,Undetectable,clna,undetectable,,
D10508492.E57,C3842583,80%,fndg,80%,,
D10508492.E58,C0023903,Liver neoplasms,neop,hepatoma,,
D10508492.E59,C0007600,Cultured Cell Line,cell,cell lines,,
D10508492.E60,C0205132,Linear,spco,lines,,
D10508492.E61,C1418875,PRDM2 gene,gngm,RIZ1,7799,PRDM2
D10508492.E62,C0023903,Liver neoplasms,neop,hepatoma,,
D10508492.E63,C0475358,Tumor tissue sample,tisu,tumor specimens,,
D10508492.E64,C1418875,PRDM2 gene,gngm,RIZ2,7799,PRDM2
D10508492.E65,C1519595,Transcript,nnon,transcript,,
D10508492.E66,,,gngm,all,613,BCR
D10508492.E67,C2347026,Biospecimen,cnce,samples,,
D10508492.E68,C0001483,Adenoviruses,virs,Adenovirus,,
D10508492.E69,C0127400,Mediator brand of benfluorex hydrochloride,"orch,phsu",mediated,,
D10508492.E70,C1418875,PRDM2 gene,gngm,RIZ1,7799,PRDM2
D10508492.E71,C0023903,Liver neoplasms,neop,hepatoma,,
D10508492.E72,C0007600,Cultured Cell Line,cell,cell lines,,
D10508492.E73,C1155873,Cell Cycle Arrest,celf,cell cycle arrest,,
D10508492.E74,C0162638,Apoptosis,celf,programmed cell death,,
D10508492.E75,C1418875,PRDM2 gene,gngm,RIZ1,7799,PRDM2
D10508492.E76,C1260953,Suppressed,ftcn,suppressed,,
D10508492.E77,C1519697,Tumorigenicity,patf,tumorigenicity,,
D10508492.E78,C0677626,hepatoma cell,cell,hepatoma       cells,,
D10508492.E79,C0025932,"Mice, Nude",mamm,nude mice,,
D10508492.E80,C0302523,Observation in research,resa,observations,,
D10508492.E81,C0085256,Yin-Yang,idcn,yin-yang,,
D10508492.E82,C1418875,PRDM2 gene,gngm,RIZ,7799,PRDM2
D10508492.E83,C0033684,Proteins,"aapp,bacs",gene       products,"5241,5541,5555,140738,100616101","PGR,PR@,PRH2,TMEM37,ERVK-10"
D10508492.E84,C0086418,Homo sapiens,humn,human,,
D10508492.E85,C0006826,Malignant Neoplasms,neop,cancer,,
D10508492.E86,C1418875,PRDM2 gene,gngm,RIZ1,7799,PRDM2
D10508492.E87,C0079427,Tumor Suppressor Genes,gngm,tumor suppressor,"5241,5541,5555,140738,100616101","PGR,PR@,PRH2,TMEM37,ERVK-10"
D10508492.E88,C0023903,Liver neoplasms,neop,hepatoma,,
D10519413.E1,C0205396,Identified,qlco,Identification,,
D10519413.E2,C1880022,Characterization,acty,characterization,,
D10519413.E3,C0017337,Genes,gngm,genes,,
D10519413.E4,C0086418,Homo sapiens,humn,human,,
D10519413.E5,C2697585,Hepatocellular,qlco,hepatocellular,,
D10519413.E6,C0596263,Carcinogenesis,neop,carcinogenesis,,
D10519413.E7,C0205454,Eight,qnco,Eight,,
D10519413.E8,C0006556,"DNA, Complementary",nnon,cDNAs,,
D10519413.E9,C0244635,Galectin 4,"aapp,bacs",galectin 4,,
D10519413.E10,C1421345,UGT2B4 gene,gngm,UGT2B4,7363,UGT2B4
D10519413.E11,C0041560,Glucuronosyltransferase,"aapp,enzy",UDP-glucuronosyltransferase,,
D10519413.E12,C0070906,ribosomal protein P0,aapp,ribosomal phosphoprotein P0,,
D10519413.E13,C1333214,DEK gene,gngm,dek,7913,DEK
D10519413.E14,C0123256,Insulin-Like Growth-Factor Binding Protein 1,"aapp,bacs",insulin-like growth factor binding       protein (IGFBP) 1,,
D10519413.E15,C0055023,Vitronectin,"aapp,bacs",vitronectin,7448,VTN
D10519413.E16,C1334353,LY6E gene,gngm,retinoic acid-induced gene E,4061,LY6E
D10519413.E17,,,gngm,CYP3A4,1576,CYP3A4
D10519413.E18,C1142644,"cytochrome P450 3A4 protein, human","aapp,enzy",cytochrome P450 nifedipine oxidase,,
D10519413.E19,C0017337,Genes,gngm,genes,,
D10519413.E20,C0086418,Homo sapiens,humn,human,,
D10519413.E21,C2239176,Liver carcinoma,neop,hepatocellular carcinoma,,
D10519413.E22,C1708943,Match,qlco,matched,,
D10519413.E23,C0736268,Liver parenchyma,bpoc,liver        tissues,,
D10519413.E24,C0205250,High,qlco,Higher,,
D10519413.E25,C1421345,UGT2B4 gene,gngm,UGT2B4,7363,UGT2B4
D10519413.E26,C0070906,ribosomal protein P0,aapp,rpP0,,
D10519413.E27,C1333214,DEK gene,gngm,dek,7913,DEK
D10519413.E28,C0055023,Vitronectin,"aapp,bacs",vitronectin,7448,VTN
D10519413.E29,C0244635,Galectin 4,"aapp,bacs",Gal-4,,
D10519413.E30,C0123256,Insulin-Like Growth-Factor Binding Protein 1,"aapp,bacs",IGFBP-1,,
D10519413.E31,C0035696,"RNA, Messenger","bacs,nnon",mRNAs,,
D10519413.E32,C0441889,Levels (qualifier value),qlco,level,,
D10519413.E33,C1334353,LY6E gene,gngm,RIG-E,4061,LY6E
D10519413.E34,C0035696,"RNA, Messenger","bacs,nnon",mRNA,,
D10519413.E35,C0547044,Smaller,qlco,least,,
D10519413.E36,C0205450,Four,qnco,four,,
D10519413.E37,C0205451,Five,qnco,five,,
D10519413.E38,C1415491,HCCS gene,gngm,HCCs,3052,HCCS
D10519413.E39,C1708943,Match,qlco,matched,,
D10519413.E40,C0736268,Liver parenchyma,bpoc,liver tissues,,
D10519413.E41,C0551718,Study report:Finding:Point in time:^Patient:Document:Pathology,clna,pathological study,,
D10519413.E42,C1421345,UGT2B4 gene,gngm,UGT2B4,7363,UGT2B4
D10519413.E43,C0070906,ribosomal protein P0,aapp,rpP0,,
D10519413.E44,C1333214,DEK gene,gngm,dek,7913,DEK
D10519413.E45,C1336937,VTN gene,gngm,vitronectin,7448,VTN
D10519413.E46,C0441889,Levels (qualifier value),qlco,level,,
D10519413.E47,C1334353,LY6E gene,gngm,RIG-E,4061,LY6E
D10519413.E48,C0205462,Histologic,ftcn,histological,,
D10519413.E49,C0441800,Grade,clas,grading,,
D10519413.E50,,,gngm,CYP3A4,1576,CYP3A4
D10519413.E51,C0035696,"RNA, Messenger","bacs,nnon",mRNA,,
D10519413.E52,C1413884,CYP3A7 gene,gngm,CYP3A7,1551,CYP3A7
D10519413.E53,C0035696,"RNA, Messenger","bacs,nnon",mRNA,,
D10519413.E54,C1519595,Transcript,nnon,transcript,,
D10519413.E55,C1305737,Entire fetus,anst,fetus,,
D10519413.E56,C0205250,High,qlco,highly,,
D10519413.E57,C1334043,Homologous Gene,gngm,homologous,,
D10519413.E58,,,gngm,CYP3A4,1576,CYP3A4
D10519413.E59,C0205250,High,qlco,higher,,
D10519413.E60,,,gngm,all,613,BCR
D10519413.E61,C0023884,Liver,bpoc,liver,,
D10519413.E62,C0007097,Carcinoma,neop,carcinoma,,
D10519413.E63,C0040300,Body tissue,tisu,tissues,,
D10519413.E64,C0205451,Five,qnco,five,,
D10519413.E65,C0086418,Homo sapiens,humn,HCC,,
D10519413.E66,C2239176,Liver carcinoma,neop,HCC,,
D10519413.E67,C0030705,Patients,podg,patients,,
D10519413.E68,C0577059,Liver normal,fndg,normal liver tissues,,
D10519413.E69,C0205448,Two,qnco,two,,
D10519413.E70,C0086418,Homo sapiens,humn,HCC,,
D10519413.E71,C2239176,Liver carcinoma,neop,HCC,,
D10519413.E72,C1829939,{Non-patient},clna,non-HCC patients,,
D10519413.E73,C2239176,Liver carcinoma,neop,HCC,,
D10519413.E74,C0682523,human cell line,cell,HCC cell lines,,
D10519413.E75,C1705242,Different,qlco,different,,
D10519413.E76,C0018273,Growth Disorders,patf,growth conditions,,
D10519413.E77,C1333214,DEK gene,gngm,dek,7913,DEK
D10519413.E78,C0035696,"RNA, Messenger","bacs,nnon",mRNA,,
D10519413.E79,C0018270,Growth,orgf,growth,,
D10519413.E80,C0244635,Galectin 4,"aapp,bacs",Gal-4,,
D10519413.E81,C1421345,UGT2B4 gene,gngm,UGT2B4,7363,UGT2B4
D10519413.E82,C0123256,Insulin-Like Growth-Factor Binding Protein 1,"aapp,bacs",IGFBP-1,,
D10519413.E83,C1334353,LY6E gene,gngm,RIG-E,4061,LY6E
D10519413.E84,C0035696,"RNA, Messenger","bacs,nnon",mRNAs,,
D10519413.E85,C0162339,Cell Density,qnco,cell density,,
D10519413.E86,C1701901,Conditional,qlco,dependent,,
D10519413.E87,C0244635,Galectin 4,"aapp,bacs",Gal-4,,
D10519413.E88,C1421345,UGT2B4 gene,gngm,UGT2B4,7363,UGT2B4
D10519413.E89,C0123256,Insulin-Like Growth-Factor Binding Protein 1,"aapp,bacs",IGFBP-1,,
D10519413.E90,C0205251,low,qlco,low,,
D10519413.E91,C0441889,Levels (qualifier value),qlco,level,,
D10519413.E92,C1334353,LY6E gene,gngm,RIG-E,4061,LY6E
D10519413.E93,C0205250,High,qlco,high,,
D10519413.E94,C0439831,Rapid,qlco,rapidly,,
D10519413.E95,C1514485,Proliferation,ftcn,proliferating,,
D10519413.E96,C0086418,Homo sapiens,humn,HCC,,
D10519413.E97,C0677626,hepatoma cell,cell,HCC cells,,
D10519413.E98,C3842590,10%,fndg,10%,,
D10519413.E99,C0229671,Serum,bdsu,serum,,
D10519413.E100,C3244092,expression level,qnco,expression levels,,
D10519413.E101,C0439794,Dense,qlco,dense,,
D10519413.E102,C0010453,Anthropological Culture,idcn,cultures,,
D10519413.E103,C0123256,Insulin-Like Growth-Factor Binding Protein 1,"aapp,bacs",IGFBP-1,,
D10519413.E104,C0244635,Galectin 4,"aapp,bacs",Gal-4,,
D10519413.E105,C0035696,"RNA, Messenger","bacs,nnon",mRNAs,,
D10519413.E106,C0392756,Reduced,qlco,reducing,,
D10519413.E107,C0683149,serum concentration,qnco,serum concentration,,
D10519413.E108,C3842591,0%,fndg,0.1,,
D10519413.E109,C0142812,Sodium Butyrate,"orch,phsu",sodium butyrate,,
D10519413.E110,C2945687,Differentiation,ftcn,differentiation,,
D10519413.E111,C1334353,LY6E gene,gngm,RIG-E,4061,LY6E
D10519413.E112,C1333214,DEK gene,gngm,dek,7913,DEK
D10519413.E113,C0035696,"RNA, Messenger","bacs,nnon",mRNAs,,
D10519413.E114,C1512045,Dose-dependent,qnco,dose-dependent,,
D10519413.E115,C0007634,Cells,cell,cells,,
D10519413.E116,C0449719,Part,spco,part,,
D10519413.E117,C1521733,Pathologic,ftcn,pathological,,
D10519413.E118,C1964257,Observation - diagnostic procedure,diap,observation,,
D10519413.E119,C0205250,High,qlco,high,,
D10519413.E120,C0244635,Galectin 4,"aapp,bacs",Gal-4,,
D10519413.E121,C1421345,UGT2B4 gene,gngm,UGT2B4,7363,UGT2B4
D10519413.E122,C0070906,ribosomal protein P0,aapp,rpP0,,
D10519413.E123,C1333214,DEK gene,gngm,dek,7913,DEK
D10519413.E124,C0123256,Insulin-Like Growth-Factor Binding Protein 1,"aapp,bacs",IGFBP-1,,
D10519413.E125,C0055023,Vitronectin,"aapp,bacs",vitronectin,7448,VTN
D10519413.E126,C0205251,low,qlco,low,,
D10519413.E127,C1334353,LY6E gene,gngm,RIG-E,4061,LY6E
D10519413.E128,C0334590,Anaplastic Oligodendroglioma,neop,malignant,,
D10519413.E129,C3245505,potential,qlco,potential,,
D10519413.E130,C0086418,Homo sapiens,humn,HCC,,
D10519413.E131,C2239176,Liver carcinoma,neop,HCC,,
D10519413.E132,,,gngm,CYP3A4,1576,CYP3A4
D10519413.E133,C1413884,CYP3A7 gene,gngm,CYP3A7,1551,CYP3A7
D10519413.E134,C0086418,Homo sapiens,humn,HCC,,
D10519413.E135,C2239176,Liver carcinoma,neop,HCC,,
D10519413.E136,C0023884,Liver,bpoc,livers,,
D10519413.E137,C1519595,Transcript,nnon,transcripts,,
D10519413.E138,C1413336,CEL gene,gngm,cell,1056,CEL
D10519413.E139,C0229671,Serum,bdsu,serum,,
D10519413.E140,C0018284,Growth Factor,"aapp,bacs",growth factors,,
D10519413.E141,C0018270,Growth,orgf,growth,,
D10519413.E142,C2945687,Differentiation,ftcn,differentiation,,
D10519413.E143,C0449438,Status,qlco,status,,
D10519413.E144,C0441712,Mechanism (attribute),ftcn,mechanisms,,
D10519413.E145,C0032927,Precancerous Conditions,neop,premalignant,,
D10519413.E146,C0023884,Liver,bpoc,liver,,
D10519413.E147,C0334227,"Tumor cells, malignant",cell,malignant liver cells,,
D10523694.E1,C0717551,Candida albicans extract,"imft,phsu",Yeast,,
D10523694.E2,C0205245,Functional,ftcn,functional,,
D10523694.E3,C1510438,Assay,lbpr,assay,,
D10523694.E4,C0079419,TP53 gene,gngm,p53 gene,7157,TP53
D10523694.E5,C0449438,Status,qlco,status,,
D10523694.E6,C0007600,Cultured Cell Line,cell,cell lines,,
D10523694.E7,C1647891,Specimen obtained by surgical procedure,sbst,surgical       specimens,,
D10523694.E8,C0086418,Homo sapiens,humn,human,,
D10523694.E9,C2239176,Liver carcinoma,neop,hepatocellular carcinoma,,
D10523694.E10,C0749075,structural abnormalities,fndg,structural abnormalities,,
D10523694.E11,C0079419,TP53 gene,gngm,p53 gene,7157,TP53
D10523694.E12,C0332183,Frequent,tmco,frequently,,
D10523694.E13,C2239176,Liver carcinoma,neop,hepatocellular carcinomas,,
D10523694.E14,C1518422,Negation,ftcn,not,,
D10523694.E15,C0205245,Functional,ftcn,functional,,
D10523694.E16,C0544461,inactivation,ftcn,inactivation,,
D10523694.E17,C0017337,Genes,gngm,gene,,
D10523694.E18,C2239176,Liver carcinoma,neop,HCCs,,
D10523694.E19,C0040624,"Trans-Activation, Genetic",genf,transactivation,,
D10523694.E20,C0080055,Protein p53,"aapp,bacs",p53 gene       products,7157,TP53
D10523694.E21,C2239176,Liver carcinoma,neop,HCC,,
D10523694.E22,C0007600,Cultured Cell Line,cell,cell lines,,
D10523694.E23,C0022877,Laboratory,"mnob,orgt",laboratory,,
D10523694.E24,C2239176,Liver carcinoma,neop,HCC,,
D10523694.E25,C1647891,Specimen obtained by surgical procedure,sbst,surgical       specimens,,
D10523694.E26,C0717551,Candida albicans extract,"imft,phsu",yeast,,
D10523694.E27,C0205245,Functional,ftcn,functional,,
D10523694.E28,C1510438,Assay,lbpr,assay,,
D10523694.E29,C0558024,Functional behavioral assessment,hlca,functional analysis,,
D10523694.E30,C0687118,Detached,ftcn,separated,,
D10523694.E31,C0002085,Alleles,gngm,alleles,,
D10523694.E32,C0717551,Candida albicans extract,"imft,phsu",yeast,,
D10523694.E33,C0598463,Functional Status,fndg,functional status,,
D10523694.E34,C0027361,Persons,popg,individual,,
D10523694.E35,C0079419,TP53 gene,gngm,p53,7157,TP53
D10523694.E36,C0002085,Alleles,gngm,alleles,,
D10523694.E37,C0080055,Protein p53,"aapp,bacs",p53 gene product,7157,TP53
D10523694.E38,C2239176,Liver carcinoma,neop,HCC,,
D10523694.E39,C0007600,Cultured Cell Line,cell,cell lines,,
D10523694.E40,C2239176,Liver carcinoma,neop,HCC,,
D10523694.E41,C1647891,Specimen obtained by surgical procedure,sbst,surgical specimens,,
D10523694.E42,C0544461,inactivation,ftcn,inactivation,,
D10523694.E43,C0439603,Frequencies (time pattern),tmco,frequency,,
D10523694.E44,C0017337,Genes,gngm,gene,,
D10523694.E45,C0450389,71,inpr,71.4,,
D10523694.E46,C0205170,Good,qlco,well,,
D10523694.E47,C0205081,Moderate (severity modifier),qlco,moderately,,
D10523694.E48,C0205169,Bad,qlco,poorly,,
D10523694.E49,C2239176,Liver carcinoma,neop,HCCs,,
D10523694.E50,C2239176,Liver carcinoma,neop,HCC,,
D10523694.E51,C1647891,Specimen obtained by surgical procedure,sbst,surgical specimens,,
D10523694.E52,C0549177,Large,qnco,larger,,
D10523694.E53,C0544461,inactivation,ftcn,inactivation,,
D10523694.E54,C0439603,Frequencies (time pattern),tmco,frequency,,
D10523694.E55,C0547044,Smaller,qlco,smaller,,
D10523694.E56,C1274040,Result,ftcn,results,,
D10523694.E57,C0205245,Functional,ftcn,functional,,
D10523694.E58,C0544461,inactivation,ftcn,inactivation,,
D10523694.E59,C0080055,Protein p53,"aapp,bacs",p53 gene       products,7157,TP53
D10523694.E60,C0332183,Frequent,tmco,often,,
D10523694.E61,C2239176,Liver carcinoma,neop,HCCs,,
D10523694.E62,C0544461,inactivation,ftcn,inactivation,,
D10523694.E63,C0439603,Frequencies (time pattern),tmco,frequency,,
D10523694.E64,C0017337,Genes,gngm,gene,,
D10523694.E65,C2239176,Liver carcinoma,neop,HCCs,,
D10523694.E66,C0205170,Good,qlco,well,,
D10523694.E67,C2945687,Differentiation,ftcn,differentiation,,
D10523694.E68,C0441889,Levels (qualifier value),qlco,degree,,
D10523694.E69,C0475440,Tumor size,spco,tumor size,,
D10523694.E70,C0544461,inactivation,ftcn,inactivation,,
D10523694.E71,C0080055,Protein p53,"aapp,bacs",p53 gene products,7157,TP53
D10523694.E72,C0449258,Progression,ftcn,progression,,
D10523694.E73,C0205169,Bad,qlco,poorly,,
D10523694.E74,C0205615,Well Differentiated,qlco,well        to poorly differentiated,,
D10523694.E75,C2239176,Liver carcinoma,neop,HCC,,
D10533071.E1,C1707455,Comparison,acty,Comparison,,
D10533071.E2,C0600507,Heteroduplex Analysis,mbrt,heteroduplex analysis,,
D10533071.E3,C1561491,Sequencing,ftcn,sequencing,,
D10533071.E4,C0014442,Enzymes,"enzy,orch",enzyme,,
D10533071.E5,C1881865,Mismatch,qlco,mismatch,,
D10533071.E6,C0010813,Cytokinesis,celf,cleavage,,
D10533071.E7,C0442726,Detected (finding),fndg,detecting,,
D10533071.E8,C0026882,Mutation,genf,mutations,,
D10533071.E9,C1416798,LARGE gene,gngm,large gene,9215,LARGE
D10533071.E10,C1414542,FBN1 gene,gngm,FBN1,2200,FBN1
D10533071.E11,C0936012,Analysis,resa,Analysis,,
D10533071.E12,C1416798,LARGE gene,gngm,large genes,9215,LARGE
D10533071.E13,C0026882,Mutation,genf,mutations,,
D10533071.E14,C0205210,Clinical,qlco,clinical,,
D10533071.E15,C2347946,Relevance,qlco,relevance,,
D10533071.E16,C0019409,Heterogeneity,qlco,heterogeneity,,
D10533071.E17,C0449851,Techniques,ftcn,methods,,
D10533071.E18,C0348080,Condition,qlco,conditions,,
D10533071.E19,C0037791,Specificity,qnco,specificity,,
D10533071.E20,C0026882,Mutation,genf,genetic alterations,,
D10533071.E21,C1414542,FBN1 gene,gngm,FBN1 gene,2200,FBN1
D10533071.E22,C0026882,Mutation,genf,mutations,,
D10533071.E23,C0027361,Persons,popg,people,,
D10533071.E24,C1414542,FBN1 gene,gngm,Marfan syndrome,2200,FBN1
D10533071.E25,C0205449,Three,qnco,three,,
D10533071.E26,C0449851,Techniques,ftcn,methods,,
D10533071.E27,C0037179,Unmarried person,popg,single,,
D10533071.E28,C0796451,polymorphism analysis,diap,polymorphism analysis,,
D10533071.E29,C0243031,Single-Stranded Conformational Polymorphism,lbtr,SSCP,,
D10533071.E30,C0936012,Analysis,resa,analysis,,
D10533071.E31,C0014442,Enzymes,"enzy,orch",enzyme,,
D10533071.E32,C0127400,Mediator brand of benfluorex hydrochloride,"orch,phsu",mediated,,
D10533071.E33,C0010813,Cytokinesis,celf,cleavage,,
D10533071.E34,C1561491,Sequencing,ftcn,sequencing,,
D10533071.E35,C0449851,Techniques,ftcn,methods,,
D10533071.E36,C0026882,Mutation,genf,mutations,,
D10533071.E37,C0079419,TP53 gene,gngm,P53 gene,7157,TP53
D10533071.E38,C0030705,Patients,podg,patients,,
D10533071.E39,C2239176,Liver carcinoma,neop,hepatocellular carcinoma,,
D10533071.E40,C1274040,Result,ftcn,results,,
D10533071.E41,C0014442,Enzymes,"enzy,orch",EMC,,
D10533071.E42,C0127400,Mediator brand of benfluorex hydrochloride,"orch,phsu",EMC,,
D10533071.E43,C0010813,Cytokinesis,celf,EMC,,
D10533071.E44,C0205393,Most,qnco,most,,
D10533071.E45,C0442799,Efficient,qlco,efficient,,
D10533071.E46,C0442726,Detected (finding),fndg,detecting,,
D10533071.E47,C0026882,Mutation,genf,mutations,,
D10533071.E48,C0243031,Single-Stranded Conformational Polymorphism,lbtr,SSCP,,
D10533071.E49,C0600507,Heteroduplex Analysis,mbrt,heteroduplex analysis,,
D10533071.E50,C1999230,Providing (action),acty,provided,,
D10533071.E51,C0348080,Condition,qlco,conditions,,
D10533071.E52,C1518422,Negation,ftcn,not,,
D10533071.E53,C0026882,Mutation,genf,mutation,,
D10533071.E54,C0205172,More,ftcn,more,,
D10533071.E55,C0010181,Cost Effectiveness,qnco,cost-effective,,
D10533071.E56,C0332324,Sensitive,ftcn,sensitive,,
D10533071.E57,C0449851,Techniques,ftcn,methods,,
D10533071.E58,C0439673,Unknown,qlco,unknown,,
D10533071.E59,C0026882,Mutation,genf,mutations,,
D10533071.E60,C1416798,LARGE gene,gngm,large genes,9215,LARGE
D10533071.E61,C0011900,Diagnosis,fndg,diagnosis,,
D10533071.E62,C0019247,Hereditary Diseases,dsyn,genetic disorders,,
D10533071.E63,C0035173,Research Personnel,prog,investigator,,
D10533071.E64,C0012634,Disease,dsyn,disorder,,
D10533071.E65,C0205210,Clinical,qlco,clinical,,
D10533071.E66,C1521991,Molecular,qlco,molecular,,
D10533071.E67,C0039593,Testing,ftcn,testing,,
D10533071.E68,C0022877,Laboratory,"mnob,orgt",laboratory,,
D10545724.E1,C0936012,Analysis,resa,Analysis,,
D10545724.E2,C1511111,CTNNB1 Gene Mutation,comd,beta-catenin gene mutations,,
D10545724.E3,C0030297,Pancreatic Neoplasm,neop,pancreatic tumors,,
D10545724.E4,C1706907,Background,cnce,BACKGROUND,,
D10545724.E5,C2948600,Aim,phsu,AIM,,
D10545724.E6,C0026882,Mutation,genf,Mutations,,
D10545724.E7,C0162832,APC gene,gngm,adenomatous polyposis coli,324,APC
D10545724.E8,C0079427,Tumor Suppressor Genes,gngm,tumor       suppressor gene,,
D10545724.E9,C1515021,Subgroup,clas,subset,,
D10545724.E10,C0235974,Pancreatic carcinoma,neop,pancreatic carcinomas,,
D10545724.E11,C0162832,APC gene,gngm,APC,324,APC
D10545724.E12,C0017337,Genes,gngm,gene,,
D10545724.E13,C1332803,CTNNB1 gene,gngm,beta-catenin,1499,CTNNB1
D10545724.E14,,,gngm,Tcf,3172,HNF4A
D10545724.E15,C0205164,Major,qlco,major,,
D10545724.E16,C2362547,Beta protein,aapp,beta-catenin protein,,
D10545724.E17,C1332803,CTNNB1 gene,gngm,beta-catenin gene,1499,CTNNB1
D10545724.E18,C2346866,Assortment,cnce,variety,,
D10545724.E19,C1705242,Different,qlco,different,,
D10545724.E20,C0027651,Neoplasms,neop,tumors,,
D10545724.E21,C1281569,Entire colon,bpoc,colon,,
D10545724.E22,C0033572,Prostate,bpoc,prostate,,
D10545724.E23,C0227843,Endometrial,spco,endometrial,,
D10545724.E24,C2239176,Liver carcinoma,neop,hepatocellular carcinomas,,
D10545724.E25,C0026882,Mutation,genf,mutations,,
D10545724.E26,C0015295,Exons,"bacs,nnon",exon,,
